session_id,person,username,acierto,hint_number,total_hints,hint,guess,guess_not_empty,timestamp,last_updated,hint_length,guess_length
80756fb6-6396-4d15-ba2c-cabdabac6e3e,Isaac Newton,alonso02_rupa,True,3,5,Desarrolló un carro de cuatro ruedas impulsado por una manivela que él accionaba desde su interior.,,False,2025-12-11T11:20:29.715494,2025-12-11T11:21:08.422162,99,0
80756fb6-6396-4d15-ba2c-cabdabac6e3e,Isaac Newton,alonso02_rupa,True,4,5,"Escribió su obra más importante sobre óptica, Opticks, en 1704.",,False,2025-12-11T11:20:29.715494,2025-12-11T11:21:08.422162,63,0
80756fb6-6396-4d15-ba2c-cabdabac6e3e,Isaac Newton,alonso02_rupa,True,5,5,"Nació en Woolsthorpe-by-Colsterworth, Lincolnshire, en 1643.",Newton,True,2025-12-11T11:20:29.715494,2025-12-11T11:21:08.422162,60,6
a66b6977-d11a-4ed2-b5a2-324a0f459344,Dante Alighieri,TrialUser,True,1,7,Fue desterrado de su ciudad natal debido a su participación en luchas políticas entre güelfos y gibelinos.,,False,2025-12-15T11:27:24.253249,2025-12-15T11:27:43.129043,106,0
a66b6977-d11a-4ed2-b5a2-324a0f459344,Dante Alighieri,TrialUser,True,2,7,"Escribió tratados en latín sobre literatura, política y filosofía, como De vulgari eloquentia.",,False,2025-12-15T11:27:24.253249,2025-12-15T11:27:43.129043,94,0
a66b6977-d11a-4ed2-b5a2-324a0f459344,Dante Alighieri,TrialUser,True,3,7,Su obra Vita nuova contiene alusiones autobiográficas sobre su amor platónico.,,False,2025-12-15T11:27:24.253249,2025-12-15T11:27:43.129043,78,0
a66b6977-d11a-4ed2-b5a2-324a0f459344,Dante Alighieri,TrialUser,True,4,7,Fue un activo defensor de la unidad italiana siglos antes de que ocurriera.,,False,2025-12-15T11:27:24.253249,2025-12-15T11:27:43.129043,75,0
a66b6977-d11a-4ed2-b5a2-324a0f459344,Dante Alighieri,TrialUser,True,5,7,Murió en la ciudad de Rávena en el año 1321.,,False,2025-12-15T11:27:24.253249,2025-12-15T11:27:43.129043,44,0
a66b6977-d11a-4ed2-b5a2-324a0f459344,Dante Alighieri,TrialUser,True,6,7,Nació en Florencia alrededor del año 1265.,,False,2025-12-15T11:27:24.253249,2025-12-15T11:27:43.129043,42,0
a66b6977-d11a-4ed2-b5a2-324a0f459344,Dante Alighieri,TrialUser,True,7,7,Es conocido por escribir la Divina Comedia.,Dante Alighieri,True,2025-12-15T11:27:24.253249,2025-12-15T11:27:43.129043,43,15
359fa7a7-6de8-43e4-8e8f-71fdc45cafbd,Miguel Angel,,True,1,3,Quemó diseños y apuntes propios para ocultar su proceso creativo.,Leonardo Da Vinci,True,2025-12-16T21:18:24.713914,2025-12-16T21:19:10.820725,65,17
359fa7a7-6de8-43e4-8e8f-71fdc45cafbd,Miguel Angel,,True,2,3,Escribió poemas sobre temas relacionados con sus trabajos artísticos.,Antonio Machado,True,2025-12-16T21:18:24.713914,2025-12-16T21:19:10.820725,69,15
359fa7a7-6de8-43e4-8e8f-71fdc45cafbd,Miguel Angel,,True,3,3,Creó frescos en la Capilla Paulina y la Capilla Sixtina.,Miguel Angel,True,2025-12-16T21:18:24.713914,2025-12-16T21:19:10.820725,56,12
69c7e600-8f21-4e1f-9654-3ec5b719b8ad,Vladimir Putin,,False,1,1,Trabajó en la villa de la KGB en Alemania Oriental durante su carrera en la inteligencia exterior.,,False,2025-12-16T21:19:16.327929,2025-12-16T21:19:16.327935,98,0
822fdd3b-5e21-41cb-ae4e-ce526c3b983a,Charles Chaplin,,False,1,8,Fue cofundador de la compañía de distribución cinematográfica United Artists en 1919.,,False,2025-12-16T21:20:53.297172,2025-12-16T21:23:34.981870,85,0
822fdd3b-5e21-41cb-ae4e-ce526c3b983a,Charles Chaplin,,False,2,8,Comenzó a actuar a los 14 años debido a la internación de su madre en un hospicio psiquiátrico.,Steven Spielberg,True,2025-12-16T21:20:53.297172,2025-12-16T21:23:34.981870,95,16
822fdd3b-5e21-41cb-ae4e-ce526c3b983a,Charles Chaplin,,False,3,8,Dirigió y protagonizó películas habladas como Monsieur Verdoux y A King in New York.,,False,2025-12-16T21:20:53.297172,2025-12-16T21:23:34.981870,84,0
822fdd3b-5e21-41cb-ae4e-ce526c3b983a,Charles Chaplin,,False,4,8,Escribió y compuso la música de la mayoría de sus películas.,,False,2025-12-16T21:20:53.297172,2025-12-16T21:23:34.981870,60,0
822fdd3b-5e21-41cb-ae4e-ce526c3b983a,Charles Chaplin,,False,5,8,Nació en Londres en 1889 y murió en Suiza en 1977.,,False,2025-12-16T21:20:53.297172,2025-12-16T21:23:34.981870,50,0
822fdd3b-5e21-41cb-ae4e-ce526c3b983a,Charles Chaplin,,False,6,8,Se trasladó a los Estados Unidos a los 19 años con la compañía de Fred Karno.,,False,2025-12-16T21:20:53.297172,2025-12-16T21:23:34.981870,77,0
822fdd3b-5e21-41cb-ae4e-ce526c3b983a,Charles Chaplin,,False,7,8,Fue un actor cómico y cineasta inglés de la era del cine mudo.,Charlie Chaplin,True,2025-12-16T21:20:53.297172,2025-12-16T21:23:34.981870,62,15
822fdd3b-5e21-41cb-ae4e-ce526c3b983a,Charles Chaplin,,False,8,8,Es mundialmente famoso por su personaje del vagabundo con bombín y bastón.,,False,2025-12-16T21:20:53.297172,2025-12-16T21:23:34.981870,74,0
097ab606-b4ba-424d-9fc1-e6d6737f3b57,Albert Einstein,,False,1,1,Publicó su teoría de la relatividad especial en 1905 mientras trabajaba en la Oficina de Patentes de Berna.,,False,2025-12-16T21:23:51.858389,2025-12-16T21:23:51.858396,107,0
717f7a61-641d-485e-b6fa-ebb49c13fdc1,Galileo Galilei,,False,1,8,Descubrió la ley de la isocronismo de los péndulos como estudiante.,,False,2025-12-17T09:18:42.906332,2025-12-17T09:19:06.919775,67,0
717f7a61-641d-485e-b6fa-ebb49c13fdc1,Galileo Galilei,,False,2,8,Fue hijo de un músico y matemático llamado Vincenzo.,,False,2025-12-17T09:18:42.906332,2025-12-17T09:19:06.919775,52,0
717f7a61-641d-485e-b6fa-ebb49c13fdc1,Galileo Galilei,,False,3,8,Observó manchas en el Sol y demostró que están en su superficie.,,False,2025-12-17T09:18:42.906332,2025-12-17T09:19:06.919775,64,0
717f7a61-641d-485e-b6fa-ebb49c13fdc1,Galileo Galilei,,False,4,8,Descubrió las fases de Venus y su variación de tamaño.,,False,2025-12-17T09:18:42.906332,2025-12-17T09:19:06.919775,54,0
717f7a61-641d-485e-b6fa-ebb49c13fdc1,Galileo Galilei,,False,5,8,Nació en Pisa cuando esta pertenecía al Gran Ducado de Toscana.,,False,2025-12-17T09:18:42.906332,2025-12-17T09:19:06.919775,63,0
717f7a61-641d-485e-b6fa-ebb49c13fdc1,Galileo Galilei,,False,6,8,Fue el mayor de siete hermanos y su madre se llamaba Giulia Ammannati.,,False,2025-12-17T09:18:42.906332,2025-12-17T09:19:06.919775,70,0
717f7a61-641d-485e-b6fa-ebb49c13fdc1,Galileo Galilei,,False,7,8,Fue un astrónomo y físico italiano que desafió la teoría geocéntrica.,,False,2025-12-17T09:18:42.906332,2025-12-17T09:19:06.919775,69,0
717f7a61-641d-485e-b6fa-ebb49c13fdc1,Galileo Galilei,,False,8,8,Es conocido por su defensa de la teoría heliocéntrica y su uso del método científico.,,False,2025-12-17T09:18:42.906332,2025-12-17T09:19:06.919775,85,0
630004d1-514d-45ce-afa4-79c5a08b47d5,Buda Gautama,,False,1,6,"Se le conoce como Lokavidu, sabio y prudente en el conocimiento de los muchos mundos.",,False,2025-12-17T09:20:41.922917,2025-12-17T09:21:32.035815,85,0
630004d1-514d-45ce-afa4-79c5a08b47d5,Buda Gautama,,False,2,6,"Criticó las prácticas de los sacerdotes brahmanes, como el sacrificio de animales.",,False,2025-12-17T09:20:41.922917,2025-12-17T09:21:32.035815,82,0
630004d1-514d-45ce-afa4-79c5a08b47d5,Buda Gautama,,False,3,6,Enseñó un camino medio entre la complacencia sensual y el ascetismo estricto.,,False,2025-12-17T09:20:41.922917,2025-12-17T09:21:32.035815,77,0
630004d1-514d-45ce-afa4-79c5a08b47d5,Buda Gautama,,False,4,6,Su camino espiritual incluía entrenamiento ético y prácticas meditativas como la atención plena.,socrates,True,2025-12-17T09:20:41.922917,2025-12-17T09:21:32.035815,96,8
630004d1-514d-45ce-afa4-79c5a08b47d5,Buda Gautama,,False,5,6,Nació en Lumbini en el seno de una familia aristocrática en la república Sakia.,,False,2025-12-17T09:20:41.922917,2025-12-17T09:21:32.035815,79,0
630004d1-514d-45ce-afa4-79c5a08b47d5,Buda Gautama,,False,6,6,"Murió en Kushinagar, alcanzando el paranirvana a los 80 años.",,False,2025-12-17T09:20:41.922917,2025-12-17T09:21:32.035815,61,0
9d3334f5-767e-429e-9b2c-09c3ff7a1772,Winston Churchill,,False,1,1,Fue un prolífico pintor y ganador del Premio Nobel de Literatura en 1953.,,False,2025-12-17T09:21:38.108181,2025-12-17T09:21:38.108194,73,0
85714445-234b-47df-bed7-ef6121175438,Pablo Picasso,juanmooreno,True,1,8,Compró cabezas del Cerro de los Santos en 1907 a un aventurero belga.,,False,2025-12-17T09:21:40.291840,2025-12-17T09:22:58.655329,69,0
85714445-234b-47df-bed7-ef6121175438,Pablo Picasso,juanmooreno,True,2,8,"Su bisabuelo materno era originario de la localidad de Sori en Génova, Italia.",,False,2025-12-17T09:21:40.291840,2025-12-17T09:22:58.655329,78,0
85714445-234b-47df-bed7-ef6121175438,Pablo Picasso,juanmooreno,True,3,8,"Pintó Dos mujeres desnudas en invierno, llevando al extremo la estilización escultórica.",,False,2025-12-17T09:21:40.291840,2025-12-17T09:22:58.655329,88,0
85714445-234b-47df-bed7-ef6121175438,Pablo Picasso,juanmooreno,True,4,8,"Retomó el Retrato de Gertrude Stein en 1906, reduciendo su rostro a una máscara ibérica.",,False,2025-12-17T09:21:40.291840,2025-12-17T09:22:58.655329,88,0
85714445-234b-47df-bed7-ef6121175438,Pablo Picasso,juanmooreno,True,5,8,"Nació en Málaga, España, en el seno de una familia burguesa en 1881.",,False,2025-12-17T09:21:40.291840,2025-12-17T09:22:58.655329,68,0
85714445-234b-47df-bed7-ef6121175438,Pablo Picasso,juanmooreno,True,6,8,Fue miembro del Partido Comunista de España y del Partido Comunista Francés hasta su muerte.,,False,2025-12-17T09:21:40.291840,2025-12-17T09:22:58.655329,92,0
85714445-234b-47df-bed7-ef6121175438,Pablo Picasso,juanmooreno,True,7,8,"Fue un pintor y escultor español, creador del cubismo junto con Georges Braque.",,False,2025-12-17T09:21:40.291840,2025-12-17T09:22:58.655329,79,0
85714445-234b-47df-bed7-ef6121175438,Pablo Picasso,juanmooreno,True,8,8,"Es considerado uno de los mayores pintores del siglo XX, autor del Guernica.",Picasso,True,2025-12-17T09:21:40.291840,2025-12-17T09:22:58.655329,76,7
daedf061-8292-4047-bf62-baf141f5bdeb,Leonardo da Vinci,Laura,False,1,8,Legó todos sus proyectos y escritos a Francesco Melzi al final de su vida.,,False,2025-12-17T10:42:20.500756,2025-12-17T10:43:22.225175,74,0
daedf061-8292-4047-bf62-baf141f5bdeb,Leonardo da Vinci,Laura,False,2,8,Estudió con el pintor florentino Andrea de Verrocchio en su juventud.,,False,2025-12-17T10:42:20.500756,2025-12-17T10:43:22.225175,69,0
daedf061-8292-4047-bf62-baf141f5bdeb,Leonardo da Vinci,Laura,False,3,8,"Realizó descubrimientos pioneros en anatomía, ingeniería civil y óptica.",,False,2025-12-17T10:42:20.500756,2025-12-17T10:43:22.225175,72,0
daedf061-8292-4047-bf62-baf141f5bdeb,Leonardo da Vinci,Laura,False,4,8,Trabajó en Milán al servicio del duque Ludovico Sforza.,,False,2025-12-17T10:42:20.500756,2025-12-17T10:43:22.225175,55,0
daedf061-8292-4047-bf62-baf141f5bdeb,Leonardo da Vinci,Laura,False,5,8,Nació en la localidad italiana de Vinci en el año 1452.,Da vinci,True,2025-12-17T10:42:20.500756,2025-12-17T10:43:22.225175,55,8
daedf061-8292-4047-bf62-baf141f5bdeb,Leonardo da Vinci,Laura,False,6,8,"Falleció en Amboise, Francia, en el año 1519.",,False,2025-12-17T10:42:20.500756,2025-12-17T10:43:22.225175,45,0
daedf061-8292-4047-bf62-baf141f5bdeb,Leonardo da Vinci,Laura,False,7,8,Fue un polímata y arquetipo del hombre del Renacimiento.,,False,2025-12-17T10:42:20.500756,2025-12-17T10:43:22.225175,56,0
daedf061-8292-4047-bf62-baf141f5bdeb,Leonardo da Vinci,Laura,False,8,8,"Pintó el retrato más famoso del mundo, actualmente exhibido en el museo del Louvre.",,False,2025-12-17T10:42:20.500756,2025-12-17T10:43:22.225175,83,0
41b6791f-01ce-4ddc-bc00-8a6cd98e62f2,Iosif Stalin,,False,1,4,Utilizó el seudónimo 'Koba' en sus escritos y comunicaciones personales.,,False,2025-12-17T11:38:33.213212,2025-12-17T11:39:23.773562,72,0
41b6791f-01ce-4ddc-bc00-8a6cd98e62f2,Iosif Stalin,,False,2,4,"Fue destituido de su cargo como secretario general varias veces, pero logró mantenerse en el poder.",,False,2025-12-17T11:38:33.213212,2025-12-17T11:39:23.773562,99,0
41b6791f-01ce-4ddc-bc00-8a6cd98e62f2,Iosif Stalin,,False,3,4,Apoyó a Mao Zedong en la guerra civil china y estableció buenas relaciones con Corea del Norte.,es un general chino?,True,2025-12-17T11:38:33.213212,2025-12-17T11:39:23.773562,95,20
41b6791f-01ce-4ddc-bc00-8a6cd98e62f2,Iosif Stalin,,False,4,4,Participó en la Conferencia de Yalta y Potsdam para negociar la influencia soviética en Europa.,,False,2025-12-17T11:38:33.213212,2025-12-17T11:39:23.773562,95,0
8199a1e7-1a6a-4098-84ed-284da125ad25,Leonardo da Vinci,,False,1,8,Legó todos sus proyectos y escritos a Francesco Melzi al final de su vida.,,False,2025-12-17T11:38:33.658296,2025-12-17T11:39:17.842240,74,0
8199a1e7-1a6a-4098-84ed-284da125ad25,Leonardo da Vinci,,False,2,8,Estudió con el pintor florentino Andrea de Verrocchio en su juventud.,,False,2025-12-17T11:38:33.658296,2025-12-17T11:39:17.842240,69,0
8199a1e7-1a6a-4098-84ed-284da125ad25,Leonardo da Vinci,,False,3,8,"Realizó descubrimientos pioneros en anatomía, ingeniería civil y óptica.",,False,2025-12-17T11:38:33.658296,2025-12-17T11:39:17.842240,72,0
8199a1e7-1a6a-4098-84ed-284da125ad25,Leonardo da Vinci,,False,4,8,Trabajó en Milán al servicio del duque Ludovico Sforza.,,False,2025-12-17T11:38:33.658296,2025-12-17T11:39:17.842240,55,0
8199a1e7-1a6a-4098-84ed-284da125ad25,Leonardo da Vinci,,False,5,8,Nació en la localidad italiana de Vinci en el año 1452.,,False,2025-12-17T11:38:33.658296,2025-12-17T11:39:17.842240,55,0
8199a1e7-1a6a-4098-84ed-284da125ad25,Leonardo da Vinci,,False,6,8,"Falleció en Amboise, Francia, en el año 1519.",,False,2025-12-17T11:38:33.658296,2025-12-17T11:39:17.842240,45,0
8199a1e7-1a6a-4098-84ed-284da125ad25,Leonardo da Vinci,,False,7,8,Fue un polímata y arquetipo del hombre del Renacimiento.,,False,2025-12-17T11:38:33.658296,2025-12-17T11:39:17.842240,56,0
8199a1e7-1a6a-4098-84ed-284da125ad25,Leonardo da Vinci,,False,8,8,"Pintó el retrato más famoso del mundo, actualmente exhibido en el museo del Louvre.",,False,2025-12-17T11:38:33.658296,2025-12-17T11:39:17.842240,83,0
3bb9ba62-f049-4e2d-8434-4b8ec24fcde7,Mahatma Gandhi,,False,1,1,Fue influenciado por la correspondencia con León Tolstói en su concepto de resistencia.,,False,2025-12-17T11:39:22.005791,2025-12-17T11:39:22.005797,87,0
1cbec72d-5a28-4c18-8351-7af3368c1abb,Alejandro Magno,,False,1,2,"Fundó unas setenta ciudades con su nombre, siendo la de Egipto la más famosa.",,False,2025-12-17T11:39:28.090118,2025-12-17T11:39:37.371366,77,0
1cbec72d-5a28-4c18-8351-7af3368c1abb,Alejandro Magno,,False,2,2,Se casó con mujeres persas de noble cuna para legitimar su poder en oriente.,,False,2025-12-17T11:39:28.090118,2025-12-17T11:39:37.371366,76,0
63bab884-01e2-4ab0-afdd-6742e3ab2dd9,Karl Marx,,True,1,5,"Murió con una fuerte gripe, bronquitis y pleuresía en Londres en 1883.",es conan doyle?,True,2025-12-17T11:39:30.685263,2025-12-17T11:40:11.411185,70,15
63bab884-01e2-4ab0-afdd-6742e3ab2dd9,Karl Marx,,True,2,5,Se trasladó a Argel por motivos de salud en 1882.,,False,2025-12-17T11:39:30.685263,2025-12-17T11:40:11.411185,49,0
63bab884-01e2-4ab0-afdd-6742e3ab2dd9,Karl Marx,,True,3,5,Escribió El 18 de brumario de Luis Bonaparte en 1852.,,False,2025-12-17T11:39:30.685263,2025-12-17T11:40:11.411185,53,0
63bab884-01e2-4ab0-afdd-6742e3ab2dd9,Karl Marx,,True,4,5,Publicó Crítica del Programa de Gotha en 1875.,Karl Marx?,True,2025-12-17T11:39:30.685263,2025-12-17T11:40:11.411185,46,10
63bab884-01e2-4ab0-afdd-6742e3ab2dd9,Karl Marx,,True,5,5,Murió apátrida en 1883 y fue enterrado en el cementerio de Highgate.,Karl Marx,True,2025-12-17T11:39:30.685263,2025-12-17T11:40:11.411185,68,9
f9274f58-0122-4a4e-9c13-cf7d22098bcc,Dante Alighieri,,False,1,1,Fue desterrado de su ciudad natal debido a su participación en luchas políticas entre güelfos y gibelinos.,,False,2025-12-17T11:39:41.489946,2025-12-17T11:39:41.489952,106,0
ba3dea3b-3955-4039-976c-a8088989d5ad,Jesus de Nazaret,,False,1,8,"Fue considerado uno de los profetas más importantes en el islam, conocido como Isa.",Mahoma,True,2025-12-17T11:40:42.674206,2025-12-17T11:41:49.393484,83,6
ba3dea3b-3955-4039-976c-a8088989d5ad,Jesus de Nazaret,,False,2,8,"Su figura está presente en varias religiones, no solo en el cristianismo.",Isaías,True,2025-12-17T11:40:42.674206,2025-12-17T11:41:49.393484,73,6
ba3dea3b-3955-4039-976c-a8088989d5ad,Jesus de Nazaret,,False,3,8,Su comunidad se convirtió en la Iglesia cristiana primitiva después de su muerte.,Jesús,True,2025-12-17T11:40:42.674206,2025-12-17T11:41:49.393484,81,5
ba3dea3b-3955-4039-976c-a8088989d5ad,Jesus de Nazaret,,False,4,8,Los relatos de sus enseñanzas y vida fueron conservados inicialmente por transmisión oral.,,False,2025-12-17T11:40:42.674206,2025-12-17T11:41:49.393484,90,0
ba3dea3b-3955-4039-976c-a8088989d5ad,Jesus de Nazaret,,False,5,8,Fue un predicador judío que enseñaba mediante parábolas.,,False,2025-12-17T11:40:42.674206,2025-12-17T11:41:49.393484,56,0
ba3dea3b-3955-4039-976c-a8088989d5ad,Jesus de Nazaret,,False,6,8,Fue arrestado en Jerusalén y juzgado por las autoridades judías.,,False,2025-12-17T11:40:42.674206,2025-12-17T11:41:49.393484,64,0
ba3dea3b-3955-4039-976c-a8088989d5ad,Jesus de Nazaret,,False,7,8,"Fue crucificado por orden de Poncio Pilato, el prefecto romano de Judea.",,False,2025-12-17T11:40:42.674206,2025-12-17T11:41:49.393484,72,0
ba3dea3b-3955-4039-976c-a8088989d5ad,Jesus de Nazaret,,False,8,8,Es la figura central del cristianismo y considerado el Hijo de Dios.,,False,2025-12-17T11:40:42.674206,2025-12-17T11:41:49.393484,68,0
af98c5c8-02a3-400c-b8e8-ed963f8943a2,Charles Chaplin,,True,1,7,Fue cofundador de la compañía de distribución cinematográfica United Artists en 1919.,Walt Disney,True,2025-12-17T11:41:25.271885,2025-12-17T11:43:02.153373,85,11
af98c5c8-02a3-400c-b8e8-ed963f8943a2,Charles Chaplin,,True,2,7,Comenzó a actuar a los 14 años debido a la internación de su madre en un hospicio psiquiátrico.,,False,2025-12-17T11:41:25.271885,2025-12-17T11:43:02.153373,95,0
af98c5c8-02a3-400c-b8e8-ed963f8943a2,Charles Chaplin,,True,3,7,Dirigió y protagonizó películas habladas como Monsieur Verdoux y A King in New York.,,False,2025-12-17T11:41:25.271885,2025-12-17T11:43:02.153373,84,0
